"rules","support","confidence","lift","count"
"{newspapers} => {tropical fruit}",0.0117946110828673,0.147770700636943,1.4082605046166,116
"{tropical fruit} => {newspapers}",0.0117946110828673,0.112403100775194,1.4082605046166,116
"{newspapers} => {root vegetables}",0.0114895780376207,0.143949044585987,1.32065191558133,113
"{root vegetables} => {newspapers}",0.0114895780376207,0.105410447761194,1.32065191558133,113
"{newspapers} => {soda}",0.0146415861718353,0.18343949044586,1.05196932276095,144
"{newspapers} => {yogurt}",0.0153533299440773,0.192356687898089,1.37888340049396,151
"{yogurt} => {newspapers}",0.0153533299440773,0.110058309037901,1.37888340049396,151
"{newspapers} => {rolls/buns}",0.0197254702592781,0.247133757961783,1.34359342706144,194
"{rolls/buns} => {newspapers}",0.0197254702592781,0.107241569928137,1.34359342706144,194
"{newspapers} => {other vegetables}",0.0193187595322827,0.24203821656051,1.25089115074756,190
"{newspapers} => {whole milk}",0.0273512963904423,0.342675159235669,1.34111030285826,269
"{whole milk} => {newspapers}",0.0273512963904423,0.107043374452845,1.34111030285826,269
"{domestic eggs} => {citrus fruit}",0.0103711235383833,0.163461538461538,1.97499291249291,102
"{citrus fruit} => {domestic eggs}",0.0103711235383833,0.125307125307125,1.97499291249291,102
"{domestic eggs} => {tropical fruit}",0.0113879003558719,0.179487179487179,1.71051977738024,112
"{tropical fruit} => {domestic eggs}",0.0113879003558719,0.108527131782946,1.71051977738024,112
"{domestic eggs} => {root vegetables}",0.0143365531265887,0.225961538461538,2.07307064437428,141
"{root vegetables} => {domestic eggs}",0.0143365531265887,0.131529850746269,2.07307064437428,141
"{domestic eggs} => {soda}",0.0124046771733604,0.195512820512821,1.1212061747776,122
"{domestic eggs} => {yogurt}",0.0143365531265887,0.225961538461538,1.61977531397174,141
"{yogurt} => {domestic eggs}",0.0143365531265887,0.102769679300292,1.61977531397174,141
"{domestic eggs} => {rolls/buns}",0.0156583629893238,0.246794871794872,1.34175100282065,154
"{domestic eggs} => {other vegetables}",0.0222674123029995,0.350961538461538,1.81382382068798,219
"{other vegetables} => {domestic eggs}",0.0222674123029995,0.115081450341566,1.81382382068798,219
"{domestic eggs} => {whole milk}",0.0299949161159126,0.47275641025641,1.85020266409542,295
"{whole milk} => {domestic eggs}",0.0299949161159126,0.117389574214087,1.85020266409542,295
"{fruit/vegetable juice} => {citrus fruit}",0.0103711235383833,0.143459915611814,1.73332711307395,102
"{citrus fruit} => {fruit/vegetable juice}",0.0103711235383833,0.125307125307125,1.73332711307395,102
"{fruit/vegetable juice} => {shopping bags}",0.0106761565836299,0.147679324894515,1.4988918063339,105
"{shopping bags} => {fruit/vegetable juice}",0.0106761565836299,0.108359133126935,1.4988918063339,105
"{fruit/vegetable juice} => {sausage}",0.0100660904931368,0.139240506329114,1.48206751054852,99
"{sausage} => {fruit/vegetable juice}",0.0100660904931368,0.107142857142857,1.48206751054852,99
"{fruit/vegetable juice} => {bottled water}",0.0142348754448399,0.19690576652602,1.78157149382098,140
"{bottled water} => {fruit/vegetable juice}",0.0142348754448399,0.128794848206072,1.78157149382098,140
"{fruit/vegetable juice} => {tropical fruit}",0.0137264870360956,0.189873417721519,1.80950103032087,135
"{tropical fruit} => {fruit/vegetable juice}",0.0137264870360956,0.130813953488372,1.80950103032087,135
"{fruit/vegetable juice} => {root vegetables}",0.011997966446365,0.165963431786217,1.52262159665806,118
"{root vegetables} => {fruit/vegetable juice}",0.011997966446365,0.110074626865672,1.52262159665806,118
"{fruit/vegetable juice} => {soda}",0.018403660396543,0.254571026722925,1.45988690834984,181
"{soda} => {fruit/vegetable juice}",0.018403660396543,0.105539358600583,1.45988690834984,181
"{fruit/vegetable juice} => {yogurt}",0.0187086934417895,0.258790436005626,1.85510491116278,184
"{yogurt} => {fruit/vegetable juice}",0.0187086934417895,0.134110787172012,1.85510491116278,184
"{fruit/vegetable juice} => {rolls/buns}",0.0145399084900864,0.20112517580872,1.09345832176825,143
"{fruit/vegetable juice} => {other vegetables}",0.0210472801220132,0.291139240506329,1.50465287986324,207
"{other vegetables} => {fruit/vegetable juice}",0.0210472801220132,0.108775617446138,1.50465287986324,207
"{fruit/vegetable juice} => {whole milk}",0.0266395526182003,0.368495077355837,1.44216040023663,262
"{whole milk} => {fruit/vegetable juice}",0.0266395526182003,0.104257859132511,1.44216040023663,262
"{whipped/sour cream} => {citrus fruit}",0.0108795119471276,0.15177304964539,1.83376897206684,107
"{citrus fruit} => {whipped/sour cream}",0.0108795119471276,0.131449631449631,1.83376897206684,107
"{whipped/sour cream} => {tropical fruit}",0.0138281647178444,0.19290780141844,1.8384188245643,136
"{tropical fruit} => {whipped/sour cream}",0.0138281647178444,0.131782945736434,1.8384188245643,136
"{whipped/sour cream} => {root vegetables}",0.0170818505338078,0.238297872340426,2.18624960304859,168
"{root vegetables} => {whipped/sour cream}",0.0170818505338078,0.156716417910448,2.18624960304859,168
"{whipped/sour cream} => {soda}",0.0115912557193696,0.161702127659574,0.927312201476335,114
"{whipped/sour cream} => {yogurt}",0.0207422470767667,0.28936170212766,2.07425097698654,204
"{yogurt} => {whipped/sour cream}",0.0207422470767667,0.14868804664723,2.07425097698654,204
"{whipped/sour cream} => {rolls/buns}",0.0146415861718353,0.204255319148936,1.11047598885008,144
"{whipped/sour cream} => {other vegetables}",0.0288764616166751,0.402836879432624,2.08192365171827,284
"{other vegetables} => {whipped/sour cream}",0.0288764616166751,0.149238045191802,2.08192365171826,284
"{whipped/sour cream} => {whole milk}",0.0322318251143874,0.449645390070922,1.75975424247812,317
"{whole milk} => {whipped/sour cream}",0.0322318251143874,0.126144050935137,1.75975424247812,317
"{pip fruit} => {pastry}",0.0106761565836299,0.141129032258065,1.58629032258065,105
"{pastry} => {pip fruit}",0.0106761565836299,0.12,1.58629032258065,105
"{pip fruit} => {citrus fruit}",0.0138281647178444,0.182795698924731,2.20859422472326,136
"{citrus fruit} => {pip fruit}",0.0138281647178444,0.167076167076167,2.20859422472326,136
"{pip fruit} => {sausage}",0.0107778342653787,0.14247311827957,1.5164752362333,106
"{sausage} => {pip fruit}",0.0107778342653787,0.114718614718615,1.5164752362333,106
"{pip fruit} => {bottled water}",0.010574478901881,0.139784946236559,1.26475156047522,104
"{pip fruit} => {tropical fruit}",0.0204372140315201,0.270161290322581,2.57464756814204,201
"{tropical fruit} => {pip fruit}",0.0204372140315201,0.194767441860465,2.57464756814204,201
"{pip fruit} => {root vegetables}",0.015556685307575,0.205645161290323,1.886679254935,153
"{root vegetables} => {pip fruit}",0.015556685307575,0.142723880597015,1.886679254935,153
"{pip fruit} => {soda}",0.0133197763091002,0.176075268817204,1.00973776607417,131
"{pip fruit} => {yogurt}",0.0179969496695475,0.237903225806452,1.70537771560237,177
"{yogurt} => {pip fruit}",0.0179969496695475,0.129008746355685,1.70537771560237,177
"{pip fruit} => {rolls/buns}",0.0139298423995933,0.184139784946237,1.00111375618919,137
"{pip fruit} => {other vegetables}",0.026131164209456,0.345430107526882,1.78523652523746,257
"{other vegetables} => {pip fruit}",0.026131164209456,0.135049921177089,1.78523652523746,257
"{pip fruit} => {whole milk}",0.0300965937976614,0.397849462365591,1.55704316051158,296
"{whole milk} => {pip fruit}",0.0300965937976614,0.117787504974134,1.55704316051158,296
"{pastry} => {shopping bags}",0.0118962887646162,0.133714285714286,1.35715170278638,117
"{shopping bags} => {pastry}",0.0118962887646162,0.120743034055728,1.35715170278638,117
"{pastry} => {sausage}",0.0125063548551093,0.140571428571429,1.49623376623377,123
"{sausage} => {pastry}",0.0125063548551093,0.133116883116883,1.49623376623377,123
"{pastry} => {tropical fruit}",0.0132180986273513,0.148571428571429,1.41589147286822,130
"{tropical fruit} => {pastry}",0.0132180986273513,0.125968992248062,1.41589147286822,130
"{pastry} => {root vegetables}",0.0109811896288765,0.123428571428571,1.13238805970149,108
"{root vegetables} => {pastry}",0.0109811896288765,0.100746268656716,1.13238805970149,108
"{pastry} => {soda}",0.0210472801220132,0.236571428571429,1.35666472303207,207
"{soda} => {pastry}",0.0210472801220132,0.12069970845481,1.35666472303207,207
"{pastry} => {yogurt}",0.017691916624301,0.198857142857143,1.42548104956268,174
"{yogurt} => {pastry}",0.017691916624301,0.126822157434402,1.42548104956268,174
"{pastry} => {rolls/buns}",0.0209456024402644,0.235428571428571,1.27995577667219,206
"{rolls/buns} => {pastry}",0.0209456024402644,0.11387506909895,1.27995577667219,206
"{pastry} => {other vegetables}",0.0225724453482461,0.253714285714286,1.31123489227535,222
"{other vegetables} => {pastry}",0.0225724453482461,0.116657908565423,1.31123489227535,222
"{pastry} => {whole milk}",0.033248601931876,0.373714285714286,1.46258654994031,327
"{whole milk} => {pastry}",0.033248601931876,0.130123358535615,1.46258654994031,327
"{citrus fruit} => {sausage}",0.011286222674123,0.136363636363636,1.45144628099174,111
"{sausage} => {citrus fruit}",0.011286222674123,0.12012987012987,1.45144628099174,111
"{citrus fruit} => {bottled water}",0.0135231316725979,0.163390663390663,1.47833226720071,133
"{bottled water} => {citrus fruit}",0.0135231316725979,0.122355105795768,1.47833226720071,133
"{citrus fruit} => {tropical fruit}",0.0199288256227758,0.240786240786241,2.29470220749291,196
"{tropical fruit} => {citrus fruit}",0.0199288256227758,0.189922480620155,2.29470220749291,196
"{citrus fruit} => {root vegetables}",0.017691916624301,0.213759213759214,1.9611211448898,174
"{root vegetables} => {citrus fruit}",0.017691916624301,0.162313432835821,1.9611211448898,174
"{citrus fruit} => {soda}",0.0128113879003559,0.154791154791155,0.887679887679888,126
"{citrus fruit} => {yogurt}",0.0216573462125064,0.261670761670762,1.87575214360929,213
"{yogurt} => {citrus fruit}",0.0216573462125064,0.155247813411079,1.87575214360929,213
"{citrus fruit} => {rolls/buns}",0.0167768174885613,0.202702702702703,1.10203487069159,165
"{citrus fruit} => {other vegetables}",0.0288764616166751,0.348894348894349,1.80314026346606,284
"{other vegetables} => {citrus fruit}",0.0288764616166751,0.149238045191802,1.80314026346606,284
"{citrus fruit} => {whole milk}",0.0305033045246568,0.368550368550369,1.44237679056621,300
"{whole milk} => {citrus fruit}",0.0305033045246568,0.119379228014326,1.44237679056621,300
"{shopping bags} => {sausage}",0.0156583629893238,0.158926728586171,1.69160646714826,154
"{sausage} => {shopping bags}",0.0156583629893238,0.166666666666667,1.69160646714826,154
"{shopping bags} => {bottled water}",0.0109811896288765,0.111455108359133,1.00842777434413,108
"{shopping bags} => {tropical fruit}",0.0135231316725979,0.137254901960784,1.30804453564371,133
"{tropical fruit} => {shopping bags}",0.0135231316725979,0.128875968992248,1.30804453564371,133
"{shopping bags} => {root vegetables}",0.0128113879003559,0.130030959752322,1.1929612772053,126
"{root vegetables} => {shopping bags}",0.0128113879003559,0.117537313432836,1.1929612772053,126
"{shopping bags} => {soda}",0.0246059989832232,0.249742002063983,1.43219393020366,242
"{soda} => {shopping bags}",0.0246059989832232,0.141107871720117,1.43219393020366,242
"{shopping bags} => {yogurt}",0.0152516522623284,0.154798761609907,1.10965438807102,150
"{yogurt} => {shopping bags}",0.0152516522623284,0.10932944606414,1.10965438807102,150
"{shopping bags} => {rolls/buns}",0.0195221148957804,0.198142414860681,1.07724192932825,192
"{rolls/buns} => {shopping bags}",0.0195221148957804,0.106135986733002,1.07724192932825,192
"{shopping bags} => {other vegetables}",0.0231825114387392,0.235294117647059,1.21603659855955,228
"{other vegetables} => {shopping bags}",0.0231825114387392,0.119810825013137,1.21603659855955,228
"{shopping bags} => {whole milk}",0.0245043213014743,0.248710010319917,0.973363689413604,241
"{sausage} => {bottled water}",0.011997966446365,0.127705627705628,1.15545984221237,118
"{bottled water} => {sausage}",0.011997966446365,0.108555657773689,1.15545984221237,118
"{sausage} => {tropical fruit}",0.0139298423995933,0.148268398268398,1.41300358233498,137
"{tropical fruit} => {sausage}",0.0139298423995933,0.132751937984496,1.41300358233498,137
"{sausage} => {root vegetables}",0.0149466192170819,0.159090909090909,1.45957004748982,147
"{root vegetables} => {sausage}",0.0149466192170819,0.137126865671642,1.45957004748982,147
"{sausage} => {soda}",0.0243009659379766,0.258658008658009,1.48332449863062,239
"{soda} => {sausage}",0.0243009659379766,0.13935860058309,1.48332449863062,239
"{sausage} => {yogurt}",0.0196237925775292,0.208874458874459,1.49728885060518,193
"{yogurt} => {sausage}",0.0196237925775292,0.14067055393586,1.49728885060518,193
"{sausage} => {rolls/buns}",0.0306049822064057,0.325757575757576,1.7710479588589,301
"{rolls/buns} => {sausage}",0.0306049822064057,0.166390270867883,1.7710479588589,301
"{sausage} => {other vegetables}",0.0269445856634469,0.286796536796537,1.48220911161006,265
"{other vegetables} => {sausage}",0.0269445856634469,0.139253809774041,1.48220911161006,265
"{sausage} => {whole milk}",0.0298932384341637,0.318181818181818,1.24525196252216,294
"{whole milk} => {sausage}",0.0298932384341637,0.116991643454039,1.24525196252216,294
"{bottled water} => {tropical fruit}",0.0185053380782918,0.167433302667893,1.59564586408792,182
"{tropical fruit} => {bottled water}",0.0185053380782918,0.176356589147287,1.59564586408792,182
"{bottled water} => {root vegetables}",0.0156583629893238,0.141674333026679,1.29978271018413,154
"{root vegetables} => {bottled water}",0.0156583629893238,0.14365671641791,1.29978271018413,154
"{bottled water} => {soda}",0.028978139298424,0.262189512419503,1.50357659163021,285
"{soda} => {bottled water}",0.028978139298424,0.166180758017493,1.50357659163021,285
"{bottled water} => {yogurt}",0.0229791560752415,0.207911683532659,1.49038732328258,226
"{yogurt} => {bottled water}",0.0229791560752415,0.164723032069971,1.49038732328258,226
"{bottled water} => {rolls/buns}",0.0241992882562278,0.218951241950322,1.19037339114506,238
"{rolls/buns} => {bottled water}",0.0241992882562278,0.131564400221117,1.19037339114506,238
"{bottled water} => {other vegetables}",0.0248093543467209,0.224471021159154,1.16010115244366,244
"{other vegetables} => {bottled water}",0.0248093543467209,0.128218602207042,1.16010115244366,244
"{bottled water} => {whole milk}",0.0343670564311134,0.310947562097516,1.21693962325072,338
"{whole milk} => {bottled water}",0.0343670564311134,0.13450059689614,1.21693962325072,338
"{tropical fruit} => {root vegetables}",0.0210472801220132,0.200581395348837,1.84022203661923,207
"{root vegetables} => {tropical fruit}",0.0210472801220132,0.193097014925373,1.84022203661923,207
"{tropical fruit} => {soda}",0.0208439247585155,0.198643410852713,1.13915915203291,205
"{soda} => {tropical fruit}",0.0208439247585155,0.119533527696793,1.13915915203291,205
"{tropical fruit} => {yogurt}",0.0292831723436706,0.27906976744186,2.00047460844803,288
"{yogurt} => {tropical fruit}",0.0292831723436706,0.209912536443149,2.00047460844803,288
"{tropical fruit} => {rolls/buns}",0.0246059989832232,0.234496124031008,1.274886334906,242
"{rolls/buns} => {tropical fruit}",0.0246059989832232,0.133775566611388,1.274886334906,242
"{tropical fruit} => {other vegetables}",0.0358922216573462,0.342054263565891,1.7677896385552,353
"{other vegetables} => {tropical fruit}",0.0358922216573462,0.185496584340515,1.7677896385552,353
"{tropical fruit} => {whole milk}",0.0422979156075241,0.403100775193798,1.57759495584202,416
"{whole milk} => {tropical fruit}",0.0422979156075241,0.165539196179865,1.57759495584202,416
"{root vegetables} => {soda}",0.0186070157600407,0.170708955223881,0.978963600365519,183
"{soda} => {root vegetables}",0.0186070157600407,0.106705539358601,0.978963600365519,183
"{root vegetables} => {yogurt}",0.0258261311642095,0.236940298507463,1.69847509899482,254
"{yogurt} => {root vegetables}",0.0258261311642095,0.185131195335277,1.69847509899482,254
"{root vegetables} => {rolls/buns}",0.0243009659379766,0.22294776119403,1.21210128874698,239
"{rolls/buns} => {root vegetables}",0.0243009659379766,0.132117191818684,1.21210128874698,239
"{root vegetables} => {other vegetables}",0.047381799694967,0.434701492537313,2.2466049285888,466
"{other vegetables} => {root vegetables}",0.047381799694967,0.244876510772465,2.2466049285888,466
"{root vegetables} => {whole milk}",0.0489069649211998,0.448694029850746,1.75603095247994,481
"{whole milk} => {root vegetables}",0.0489069649211998,0.191404695582969,1.75603095247994,481
"{soda} => {yogurt}",0.0273512963904423,0.156851311953353,1.12436782293092,269
"{yogurt} => {soda}",0.0273512963904423,0.196064139941691,1.12436782293092,269
"{soda} => {rolls/buns}",0.0383324860193188,0.219825072886297,1.19512415248023,377
"{rolls/buns} => {soda}",0.0383324860193188,0.208402432283029,1.19512415248023,377
"{soda} => {other vegetables}",0.0327402135231317,0.187755102040816,0.970347571503641,322
"{other vegetables} => {soda}",0.0327402135231317,0.169206516027325,0.970347571503641,322
"{soda} => {whole milk}",0.0400610066090493,0.229737609329446,0.899112370774016,394
